dhis2_facility_uid,dhis2_facility_name,dhis2_subcounty_uid,dhis2_subcounty_name,dhis2_district_uid,dhis2_district_name,dhis2_region
FNTxj1oKTQd,Lacor-Pabbo HC III,zWPYifWT74s,Pabbo Town Council,C0RSe3EWBqU,Amuru District,Acholi
VdSMFKnHeyT,Mother Health International,ftLtvhHg24p,Atiak Subcounty,C0RSe3EWBqU,Amuru District,Acholi
M5YKLYHpU1v,Mutema HC II,acwO6ZCWJj7,Amuru Subcounty,C0RSe3EWBqU,Amuru District,Acholi
OJYXXSC87rV,Oberabic HC II,acwO6ZCWJj7,Amuru Subcounty,C0RSe3EWBqU,Amuru District,Acholi
C8i6PL7Rmim,Odokonyero HC II,EgcvIoAN7Ti,Pabbo Subcounty,C0RSe3EWBqU,Amuru District,Acholi
kJ8CMUMloVu,Okidi HC II,ftLtvhHg24p,Atiak Subcounty,C0RSe3EWBqU,Amuru District,Acholi
LPjcTTbfcGL,Okungedi HC II,acwO6ZCWJj7,Amuru Subcounty,C0RSe3EWBqU,Amuru District,Acholi
a4QeS81YJ8z,Olinga HC II,EgcvIoAN7Ti,Pabbo Subcounty,C0RSe3EWBqU,Amuru District,Acholi
vnIPfEUR8ce,Olwal HC III,COaxzbRhsBA,Lamogi Subcounty,C0RSe3EWBqU,Amuru District,Acholi
llrIsQDjqka,Omee I HC II,gvrKZ1wFDGc,Layima Subcounty,C0RSe3EWBqU,Amuru District,Acholi
Y1aTreUsUZn,Otici HC II,tunpJ39KaWx,Guruguru Subcounty,C0RSe3EWBqU,Amuru District,Acholi
a2a7qNyJg9j,Otong HC II,EgcvIoAN7Ti,Pabbo Subcounty,C0RSe3EWBqU,Amuru District,Acholi
rnSuCabTqe3,Otwee HC III,YG7bSJaIniu,Amuru Town Council,C0RSe3EWBqU,Amuru District,Acholi
rYNfPnt4Wko,Pabbo (Govt) HC III,zWPYifWT74s,Pabbo Town Council,C0RSe3EWBqU,Amuru District,Acholi
goyzaXgJl7C,Pabo Medical and Maternity Clinic,zWPYifWT74s,Pabbo Town Council,C0RSe3EWBqU,Amuru District,Acholi
awjedeMiWo3,Pacilo HC II,ftLtvhHg24p,Atiak Subcounty,C0RSe3EWBqU,Amuru District,Acholi
TjOqyM8ZMii,Palukere HC II,pPJG84907G8,Opara Subcounty,C0RSe3EWBqU,Amuru District,Acholi
mYGNn9Bx0OH,Parabongo HC II,COaxzbRhsBA,Lamogi Subcounty,C0RSe3EWBqU,Amuru District,Acholi
mNeUlm3SpRz,Pawel HC II,pPJG84907G8,Opara Subcounty,C0RSe3EWBqU,Amuru District,Acholi
a5pTJ9dZfZV,Pogo HC II,E7GUvPlMBr9,Pogo Subcounty,C0RSe3EWBqU,Amuru District,Acholi
r6JsqcaIqQh,Sacred Heart HC II (Atiak Subcounty),ftLtvhHg24p,Atiak Subcounty,C0RSe3EWBqU,Amuru District,Acholi
Qjo6d9XrGLZ,Aganga HC II,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
rjOHz4O83zh,Akokoro HC III,ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,Lango
CVoCN3sspyt,Alado HC II,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
eR77udlIWIM,Alenga HC III,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
t9A485TY5RH,ALPHA DRUG SHOP - Apac,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
I535bgslzMW,ALTON DRUG SHOP - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
WlshDuLYh4b,Alworoceng HC II,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
L9Z2oBwbonf,AMILO BIOSWA DRUG SHOP - Apac,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
mxp4izBy2a8,AMOLA DRUG SHOP - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
OeBKA5gCBXG,Apac Hospital,psOsA1V6rNt,Akere Division,JyZJhGXKeEq,Apac District,Lango
GDdTRPppi6T,Apac Medical Centre Clinic HC II,EmDDLMQd80s,Agulu Division,JyZJhGXKeEq,Apac District,Lango
W83VWHmb5NW,Apac Police HC II,BulM630RRVo,Arocha Division,JyZJhGXKeEq,Apac District,Lango
BOu0a9cWOBP,Apac Prisons HC II,psOsA1V6rNt,Akere Division,JyZJhGXKeEq,Apac District,Lango
x6tiiRt28yz,Apoi HC III,cTWnZgdmqWB,Apoi Subcounty,JyZJhGXKeEq,Apac District,Lango
Xa9a9NqSFbV,AROCHA DRUG SHOP - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
w8WMJlfIl9j,Arocha Prison Clinic,iODQ7aAqnDh,Atik Division,JyZJhGXKeEq,Apac District,Lango
IMl0Xl3RQJD,Atar HC II,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
hCraA4l3WGg,Awila Medicare Clinic,ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,Lango
TGO08DZfxK1,Ayago HC II,cTWnZgdmqWB,Apoi Subcounty,JyZJhGXKeEq,Apac District,Lango
ai4gKqwJDeC,Biashara HC II,psOsA1V6rNt,Akere Division,JyZJhGXKeEq,Apac District,Lango
RtLANRdFvdh,Chegere HC II,aFoe95rrnkM,Chegere Subcounty,JyZJhGXKeEq,Apac District,Lango
RUacjWHQSYp,DOCTOR'S CLINIC - Apac,EmDDLMQd80s,Agulu Division,JyZJhGXKeEq,Apac District,Lango
eQ0W3RN1Vrz,FAMILY DRUG SHOP - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
wU5tXMdZ1gF,Friend's Medicines Clinic,EmDDLMQd80s,Agulu Division,JyZJhGXKeEq,Apac District,Lango
b6QyvVuGsU6,Garden Medical Centre Clinic,EmDDLMQd80s,Agulu Division,JyZJhGXKeEq,Apac District,Lango
QcgPq9ctKAZ,GOD'S MERCY - Apac,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
ik4hgjaAB7F,GOOD LIFE HEALTH CARE - Apac,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
vd5evk3r4Yt,GREAT HOPE CLINIIC - Apac,psOsA1V6rNt,Akere Division,JyZJhGXKeEq,Apac District,Lango
PEWZgFJvpdQ,HEALTH CARE MEDICINES - Apac,iODQ7aAqnDh,Atik Division,JyZJhGXKeEq,Apac District,Lango
vvb5iPrS8Ou,HEALTH LINK DRUG SHOP - Apac,ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,Lango
v1htXlYpiCL,IBM - Apac,psOsA1V6rNt,Akere Division,JyZJhGXKeEq,Apac District,Lango
M8mSJi1Qcah,Ibuje HC III,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
cSML8ft7Xei,J & J - Apac,aFoe95rrnkM,Chegere Subcounty,JyZJhGXKeEq,Apac District,Lango
NhBB1j21yu4,KAI-ZEN - Apac,psOsA1V6rNt,Akere Division,JyZJhGXKeEq,Apac District,Lango
FEZi25VoZOd,Kidilani HC II,aFoe95rrnkM,Chegere Subcounty,JyZJhGXKeEq,Apac District,Lango
aOsept0n3Xn,Kungu HC II,ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,Lango
wr8WYcvc3PG,Langi Onote-Wunu-Ba Clinic,iODQ7aAqnDh,Atik Division,JyZJhGXKeEq,Apac District,Lango
qDkcjZfrQSe,Maruzi Prison Clinic,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
yW68QNgkQNf,Med4 - Apac,ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,Lango
pnX83NIrhAk,Nightingale Hospital,iODQ7aAqnDh,Atik Division,JyZJhGXKeEq,Apac District,Lango
hGkzDlFnBcB,Olelpek HC III,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
qfeHwPDoAjP,Providence - Apac,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
FS6rs2YK72k,Provita Care - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
y0XcpybCou1,Provita Care Clinic,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
FFC33H9EiSK,Reproductive Health Uganda (Apac) HC II,psOsA1V6rNt,Akere Division,JyZJhGXKeEq,Apac District,Lango
yiKqxSmq92f,St Ambrose - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
X0AF0OZbOD9,St. Anne Hospital,FEIP4B06TTS,Ibuje Subcounty,JyZJhGXKeEq,Apac District,Lango
BSbgDW9OvUB,ST.MAG DRUG SHOP - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
Gd14FqDADcG,Teboke HC II,zpNzDWK0dJq,Teboke Subcounty,JyZJhGXKeEq,Apac District,Lango
hVamgpmtonX,Teboke HC III,zpNzDWK0dJq,Teboke Subcounty,JyZJhGXKeEq,Apac District,Lango
BG07nmRoFPX,TRINITY DRUG SHOP - Apac,ae3r7yqNpat,Akokoro Subcounty,JyZJhGXKeEq,Apac District,Lango
EEQf2mLM09R,Wansolo HC II,cTWnZgdmqWB,Apoi Subcounty,JyZJhGXKeEq,Apac District,Lango
alQgD29SMu2,YOTKOM DRUG SHOP - Apac,fXF5EXLOSdC,Apac Subcounty,JyZJhGXKeEq,Apac District,Lango
hw8AtCN24sp,Abiriambati General Clinic,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
H7pcxkjHX8T,Adumi HC IV,iTWrGnwCEOJ,Adumi Subcounty,WcB3kLlgRTb,Arua District,West Nile
XpJak3aZzRX,AIDS Information Centre (Arua) Special Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
apgOmUgDNge,Ajia HC III,MfQUi3dPpvc,Ajia Subcounty,WcB3kLlgRTb,Arua District,West Nile
M7xUX14enRA,Anyavu HC II,HEXRFkHHTnV,Logiri Subcounty,WcB3kLlgRTb,Arua District,West Nile
l268ov5GFsR,Aroi HC III,rXllRge31pf,Aroi Subcounty,WcB3kLlgRTb,Arua District,West Nile
kmDWtYyAZ3F,Arua (Arua RR Hospital) Regional Blood Bank,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
oYvI9qSHy8v,Arua Imaging and Medical Centre,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
KA7zSU5VV0V,Arua Main Prisons HC III,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
an4qYGJfgI4,Arua Medical and Maternity Centre,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
DaPDIhbB1Cn,Arua Medical and Radiology Centre,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
GoUl8ozX4OU,Arua Military HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
Oib4aFmRmve,Arua Police HC III,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
COkk5tXY293,Arua Radiology HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
THGKB3lHEUx,Arua Regional Referral Hospital,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
xyPQWpIId6U,Arua Women Prison HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
r8AJDcUr8oO,Ayayia HC II,MfQUi3dPpvc,Ajia Subcounty,WcB3kLlgRTb,Arua District,West Nile
Ae8zVsIuHFC,Ayivuni HC III,NEw9nvySGeM,Ayivuni Subcounty,WcB3kLlgRTb,Arua District,West Nile
aLKBDY8KNaI,Bondo HC III,Qw1HTN8srXZ,Arivu Subcounty,WcB3kLlgRTb,Arua District,West Nile
pFEBNrLpegZ,Bondo Military HC III,Qw1HTN8srXZ,Arivu Subcounty,WcB3kLlgRTb,Arua District,West Nile
ehLvmn4LE3z,Companion Clinic,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
sJUxokN1Svo,Ediofe HC III,IC4N267eDYG,Pajulu Subcounty,WcB3kLlgRTb,Arua District,West Nile
i9Ss18ciDf0,Executive Medical Centre HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
Jm4uw0Rnyfm,Family Care Clinic (River) HC II,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
ANnUPrQGwTy,Family Care Hospital,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
f4yLtyMDUxW,Giligili Prison HC II,IC4N267eDYG,Pajulu Subcounty,WcB3kLlgRTb,Arua District,West Nile
SOcapZDYuej,Guardian Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
c6oVZ0qjaS0,Healthaid Clinic,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
QsHpbz1knvh,Hope Medical Centre,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
avzSINkwOx8,Kuluva Hospital,EAw4NikTilV,Vurra Subcounty,WcB3kLlgRTb,Arua District,West Nile
FYGQP2EBKuP,Lazebu HC II,HEXRFkHHTnV,Logiri Subcounty,WcB3kLlgRTb,Arua District,West Nile
J0OhKiuR995,Legacy Clinic,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
wacjVEN6pwD,Logiri HC III,HEXRFkHHTnV,Logiri Subcounty,WcB3kLlgRTb,Arua District,West Nile
pXcZqab74kh,Marie Stopes Uganda Arua HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
at7TFoSqMKi,Masjid Noor HC III,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
MNEyAOnw48J,Memorial Clinic & Medical Diagnostic Laboratory,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
f8dk4yH4rEF,Metro Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
J9mMA1UlERg,Micu HC II,rXllRge31pf,Aroi Subcounty,WcB3kLlgRTb,Arua District,West Nile
YHVFO0gdcBy,Munguci HC III,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
rDs6PUlloSm,Muni University Medical Centre HC II,y5VwP02ADlq,Oluko Subcounty,WcB3kLlgRTb,Arua District,West Nile
YVS15JTYOsK,Nelton Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
jgS1yAtN6HR,Oje Mission HC III,iTWrGnwCEOJ,Adumi Subcounty,WcB3kLlgRTb,Arua District,West Nile
b8XUrI7irw7,Oluko Solidale HC III,y5VwP02ADlq,Oluko Subcounty,WcB3kLlgRTb,Arua District,West Nile
dZRCLuC8sry,Ombidriondrea HC III,dBVKGKNutFP,Manibe Subcounty,WcB3kLlgRTb,Arua District,West Nile
EBlM7SeLR4c,Opia HC III,EAw4NikTilV,Vurra Subcounty,WcB3kLlgRTb,Arua District,West Nile
M4Slun1AWpx,Oreku HC II,dBVKGKNutFP,Manibe Subcounty,WcB3kLlgRTb,Arua District,West Nile
aM3UfhNrS2W,Orivu HC III,IfprxlrKiKL,Dadamu Subcounty,WcB3kLlgRTb,Arua District,West Nile
MHiJvIzpJ05,Pajulu HC III,IC4N267eDYG,Pajulu Subcounty,WcB3kLlgRTb,Arua District,West Nile
pFL4tcF7H7u,Pioneer Hospital,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
z6TMsBir3xW,Premier Medical Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
UkGJSgdIoqH,Reproductive Health Uganda (Arua) HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
FrRkgbgnLde,Rhema Hospital,y5VwP02ADlq,Oluko Subcounty,WcB3kLlgRTb,Arua District,West Nile
h3Vg6HpRGmB,Riki HC III,y5VwP02ADlq,Oluko Subcounty,WcB3kLlgRTb,Arua District,West Nile
WggT6i6Q5kH,River Oli HC IV,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
xTlGtAuyEHh,Shepherd's Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
GXbLbRkXwiG,St. Assumpta HC III,IC4N267eDYG,Pajulu Subcounty,WcB3kLlgRTb,Arua District,West Nile
hzkc9vLEhN1,St. Catherine (Arua) Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
C3ValTE0W0b,St. Lawrence Medical Centre,IC4N267eDYG,Pajulu Subcounty,WcB3kLlgRTb,Arua District,West Nile
nYQiLmcnDqX,Tanganyika Medical Clinic,g4jN39Mu4K8,River Oli Division,WcB3kLlgRTb,Arua District,West Nile
OdMFpJ4zPyQ,Treat Africa Integrated Ministries Arua,IfprxlrKiKL,Dadamu Subcounty,WcB3kLlgRTb,Arua District,West Nile
P60kYT5R9o0,Tropical Medical Centre HC II,IC4N267eDYG,Pajulu Subcounty,WcB3kLlgRTb,Arua District,West Nile
a8HZJttEnAD,Uganda Military HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
SAXzplJLv90,Victoria Clinic (Arua) HC II,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
pMSBcFRbW7W,Vurra HC III,EAw4NikTilV,Vurra Subcounty,WcB3kLlgRTb,Arua District,West Nile
bqQsImNX0KT,Zam Zam Clinic,BJc6aAKfEdk,Arua Hill Division,WcB3kLlgRTb,Arua District,West Nile
aXPAwDqt65Q,Budaka HC IV,KMVmXiFpKHe,Budaka Town Council,kb7iUQISRlx,Budaka District,Bukedi
NbrynjWKgKo,Budaka Prison HC II,KMVmXiFpKHe,Budaka Town Council,kb7iUQISRlx,Budaka District,Bukedi
r2MmzjEyXNT,Butove HC II,aG6R67xf8oR,Lyama Subcounty,kb7iUQISRlx,Budaka District,Bukedi
aO7oxwS5BKX,Iki Iki Dispensary HC II,rs5gMlaHAKN,Iki-Iki Subcounty,kb7iUQISRlx,Budaka District,Bukedi
cqonmIvPuVM,Iki Iki HC III,rs5gMlaHAKN,Iki-Iki Subcounty,kb7iUQISRlx,Budaka District,Bukedi
BUS1uU9bfh8,Kaderuna HC III,T0h7sp936Oj,Kachomo Subcounty,kb7iUQISRlx,Budaka District,Bukedi
ptpCYlWn6s7,Kameruka HC III,PYG2auieAq6,Kameruka Subcounty,kb7iUQISRlx,Budaka District,Bukedi
aEAa6essoBR,Kamonkoli HC III,WYXK0xBPYfx,Kamonkoli Subcounty,kb7iUQISRlx,Budaka District,Bukedi
CbZsLxa0Zp6,Katira HC III,UXjEx2E2ZA4,Katiira Subcounty,kb7iUQISRlx,Budaka District,Bukedi
IbDdnbWltNt,Kebula HC II,v9bokcX3eyh,Kaderuna Subcounty,kb7iUQISRlx,Budaka District,Bukedi
u16ZU15t0aX,Kerekerene HC III,UXjEx2E2ZA4,Katiira Subcounty,kb7iUQISRlx,Budaka District,Bukedi
z2Ye13P7ajL,Lyama HC III,aG6R67xf8oR,Lyama Subcounty,kb7iUQISRlx,Budaka District,Bukedi
O2MrHIZZJoi,Marah HC II,WYXK0xBPYfx,Kamonkoli Subcounty,kb7iUQISRlx,Budaka District,Bukedi
UMeiyZqnUaS,Mugiti HC III,x50dfSoQUiV,Mugiti Subcounty,kb7iUQISRlx,Budaka District,Bukedi
G4PdJuhXqOz,Naboa HC III,oEFcsYJgkHV,Naboa Subcounty,kb7iUQISRlx,Budaka District,Bukedi
dJd3ohZ6VTQ,Namengo HC III,KMVmXiFpKHe,Budaka Town Council,kb7iUQISRlx,Budaka District,Bukedi
aocu3geIqCH,Namusita (Budaka) HC III,jlUSUrhXkWa,Kakule Subcounty,kb7iUQISRlx,Budaka District,Bukedi
W0HJiRNXyec,Nansanga HC III,r19kbQBjko2,Nansanga Subcounty,kb7iUQISRlx,Budaka District,Bukedi
aC5VbJSkeFd,Numinnen HC II,WYXK0xBPYfx,Kamonkoli Subcounty,kb7iUQISRlx,Budaka District,Bukedi
BI0RPyX7pY3,River Side Medical Research Centre,x50dfSoQUiV,Mugiti Subcounty,kb7iUQISRlx,Budaka District,Bukedi
A6pRqAKPNFH,Sapiri HC III,kcStNQ2LDcH,Budaka Subcounty,kb7iUQISRlx,Budaka District,Bukedi
a7rvaK12ZU1,Siita Save HC III,WYXK0xBPYfx,Kamonkoli Subcounty,kb7iUQISRlx,Budaka District,Bukedi
ghAOnWgEauV,Terz Medical Clinic,WYXK0xBPYfx,Kamonkoli Subcounty,kb7iUQISRlx,Budaka District,Bukedi
bYmBurvTSx2,Uganda Clay HC II,x50dfSoQUiV,Mugiti Subcounty,kb7iUQISRlx,Budaka District,Bukedi
asYho1oZJbG,Beatrice Tierney HC II,GNk286NN5pG,Bulucheke Subcounty,AhwgeZQYj16,Bududa District,Bugisu
t2Y0yh8qFhU,Bubungi HC III,M2Evh1Y9m1w,Bushika Subcounty,AhwgeZQYj16,Bududa District,Bugisu
xVmiaKB3dHI,Bududa Hospital,LAhpdWaQw44,Bududa Town Council,AhwgeZQYj16,Bududa District,Bugisu
av5hBEV9k6X,Bufuma HC III,XY8Siwchc7A,Bumayoka Subcounty,AhwgeZQYj16,Bududa District,Bugisu
Lyd040RjHYd,Bukalasi HC III,CjVML3u4v4O,Bukalasi Subcounty,AhwgeZQYj16,Bududa District,Bugisu
H713vHjaFbd,Bukibokolo HC III,HWHRutHDzXu,Bukibokolo Subcounty,AhwgeZQYj16,Bududa District,Bugisu
q52SkXKDblS,Bukigai HC III,PhRuQO8U4RI,Bukigai Subcounty,AhwgeZQYj16,Bududa District,Bugisu
wpWyShStzVb,Bukigai SDA HC II,yALgJtAPjRk,Bushigayi Town Council,AhwgeZQYj16,Bududa District,Bugisu
kTnTCeBN2we,Bulucheke HC III,GNk286NN5pG,Bulucheke Subcounty,AhwgeZQYj16,Bududa District,Bugisu
a5ZtR0WmDZT,Bumusi HC II,O75JEwLpIwW,Nalwanza Subcounty,AhwgeZQYj16,Bududa District,Bugisu
QPU9ZqlYc17,Bunamono HC II,HxUixzlcItQ,Bushiribo Subcounty,AhwgeZQYj16,Bududa District,Bugisu
J3KJzX1JSXu,Bushika HC III,hzZatGLk0q7,Nakatsi Subcounty,AhwgeZQYj16,Bududa District,Bugisu
iu8AuF8DVXT,Bushiyi HC III,zDJSedQmteO,Bushiyi Subcounty,AhwgeZQYj16,Bududa District,Bugisu
aB5OmziUxLP,Buwagiyu HC II,O75JEwLpIwW,Nalwanza Subcounty,AhwgeZQYj16,Bududa District,Bugisu
hwoDPTdbx6d,Fimrc HC III,kyxrbibVFRB,Nangako Town Council,AhwgeZQYj16,Bududa District,Bugisu
LQH5UZOoWj2,Lulubi Maternity Clinic HC II,GNk286NN5pG,Bulucheke Subcounty,AhwgeZQYj16,Bududa District,Bugisu
wW6c7YB6r44,Nabweya HC II,xYDLn9Sqaac,Nabweya Subcounty,AhwgeZQYj16,Bududa District,Bugisu
IgRocb664xW,Namaitsu HC II,QOZgGnGOiBF,Bududa Subcounty,AhwgeZQYj16,Bududa District,Bugisu
NVmYdtxcrtt,Wafula HC II,kyxrbibVFRB,Nangako Town Council,AhwgeZQYj16,Bududa District,Bugisu
BWfUtnoSv0P,Allied General Medical Clinic,octvVWkJRun,Eastern Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
dJn7OtMw7S0,Ayeeta Medical Centre,octvVWkJRun,Eastern Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
HtHzvQHn0WJ,BMK HC II,HgoTIfJ7gP3,Western Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
a1OVdGUzoJ4,Budhaya HC II,aI77OsoVVCX,Budhaya Subcounty,gUaoj8Geuao,Bugiri District,Busoga
yJNtR9S3CZZ,Bugiri Buwunga HC III,t3epAUsT575,Buwunga Subcounty (Bugiri District),gUaoj8Geuao,Bugiri District,Busoga
CNG62dd4mE1,Bugiri Hospital,HgoTIfJ7gP3,Western Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
bV0ljliUSvK,Bugiri Mayuge HC III,aI77OsoVVCX,Budhaya Subcounty,gUaoj8Geuao,Bugiri District,Busoga
NNIbG3x0vW4,Bugiri MC HC III,octvVWkJRun,Eastern Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
mDDQrbbC8wK,Bugiri Police HC II,HgoTIfJ7gP3,Western Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
pF5GkN2tzmp,Bugiri Prisons HC II,octvVWkJRun,Eastern Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
IOqy7sFGqVv,Bugoyozi HC II,cdUu7uCoOhY,Kapyanga Subcounty,gUaoj8Geuao,Bugiri District,Busoga
xbM4diuk1dB,Bulesa HC III,v34OKRUDNcU,Bulesa Subcounty,gUaoj8Geuao,Bugiri District,Busoga
KPoshqPMs2y,Bulidha HC III,uNP90Zfk2Lg,Bulidha Subcounty,gUaoj8Geuao,Bugiri District,Busoga
YbtIUFv6PHM,Buluguyi HC III,XmUndBGqpt6,Buluguyi Subcounty,gUaoj8Geuao,Bugiri District,Busoga
atLLqk4WxXL,Buluwe HC II,v34OKRUDNcU,Bulesa Subcounty,gUaoj8Geuao,Bugiri District,Busoga
MHGvrWftKzk,Busimbi HC II,aWV1RUl4uWC,Nankoma Subcounty,gUaoj8Geuao,Bugiri District,Busoga
K3VuoMDqbif,Busoga HC II,t3epAUsT575,Buwunga Subcounty (Bugiri District),gUaoj8Geuao,Bugiri District,Busoga
kkNYl0r71q6,Busowa HC II,t3epAUsT575,Buwunga Subcounty (Bugiri District),gUaoj8Geuao,Bugiri District,Busoga
As7L9u5c9nF,Buwuni HC II,v34OKRUDNcU,Bulesa Subcounty,gUaoj8Geuao,Bugiri District,Busoga
dyD1iVotBI3,Fast Line Cinic Clinic,octvVWkJRun,Eastern Division (Bugiri MC),gUaoj8Geuao,Bugiri District,Busoga
FtIIuxEaVdq,God's Mercy Clinic,v34OKRUDNcU,Bulesa Subcounty,gUaoj8Geuao,Bugiri District,Busoga
rlXW6WfCgAp,Iwemba HC III,gmakqYElPUi,Iwemba Subcounty,gUaoj8Geuao,Bugiri District,Busoga
a8109gv7MMz,Kapyanga (Bugubo) HC II,cdUu7uCoOhY,Kapyanga Subcounty,gUaoj8Geuao,Bugiri District,Busoga
jOP0HzZLr2j,Kasokwe (Bugiri) HC II,gmakqYElPUi,Iwemba Subcounty,gUaoj8Geuao,Bugiri District,Busoga
yV5BS4wr7Q1,Kavule (Bugiri) HC II,t3epAUsT575,Buwunga Subcounty (Bugiri District),gUaoj8Geuao,Bugiri District,Busoga
ppdsMN2Evfp,Kavule COU HC II,t3epAUsT575,Buwunga Subcounty (Bugiri District),gUaoj8Geuao,Bugiri District,Busoga
BNsfT2yL0kW,Kayango HC III,cdUu7uCoOhY,Kapyanga Subcounty,gUaoj8Geuao,Bugiri District,Busoga
